"","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"38042","17533959",-0.738200268355127,3.50371692953705,-3.04656980306706,0.022255657221785,0.999230260868443,-2.98186099711931,17533959,"chrX","+","33489776","33507010","8","XM_001472848.2 // Gm2223 // PREDICTED: Mus musculus predicted pseudogene 2223 (Gm2223), mRNA. // --- // --- /// XM_003086958.2 // Gm2223 // PREDICTED: Mus musculus predicted pseudogene 2223 (Gm2223), mRNA. // --- // ---","XM_001472848.2 // blat // PREDICTED: Mus musculus predicted pseudogene 2223 (Gm2223), mRNA. // chrX // --- // --- // --- // --- // --- /// XM_003086958.2 // blat // PREDICTED: Mus musculus predicted pseudogene 2223 (Gm2223), mRNA. // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"23733","17392191",0.438723755590266,4.8380972279986,3.04647575853961,0.0222583657687092,0.999230260868443,-2.98195487652267,17392191,"chr2","-","139833480","140066805","24","NM_175225.4 // Tasp1 // Mus musculus taspase, threonine aspartase 1 (Tasp1), transcript variant 1, mRNA. // --- // --- /// NM_001159640.1 // Tasp1 // Mus musculus taspase, threonine aspartase 1 (Tasp1), transcript variant 2, mRNA. // --- // --- /// NM_001159641.1 // Tasp1 // Mus musculus taspase, threonine aspartase 1 (Tasp1), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000046656 // Tasp1 // taspase, threonine aspartase 1 [Source:MGI Symbol;Acc:MGI:1923062] // --- // --- /// ENSMUST00000099304 // Tasp1 // taspase, threonine aspartase 1 [Source:MGI Symbol;Acc:MGI:1923062] // --- // --- /// ENSMUST00000110079 // Tasp1 // taspase, threonine aspartase 1 [Source:MGI Symbol;Acc:MGI:1923062] // --- // ---","NM_175225.4 // blat // Mus musculus taspase, threonine aspartase 1 (Tasp1), transcript variant 1, mRNA. // chr2 // --- // --- // --- // --- // --- /// NM_001159640.1 // blat // Mus musculus taspase, threonine aspartase 1 (Tasp1), transcript variant 2, mRNA. // chr2 // --- // --- // --- // --- // --- /// NM_001159641.1 // blat // Mus musculus taspase, threonine aspartase 1 (Tasp1), transcript variant 3, mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000046656 // ensGene // taspase, threonine aspartase 1 [Source:MGI Symbol;Acc:MGI:1923062] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000099304 // ensGene // taspase, threonine aspartase 1 [Source:MGI Symbol;Acc:MGI:1923062] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000110079 // ensGene // taspase, threonine aspartase 1 [Source:MGI Symbol;Acc:MGI:1923062] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"37393","17527261",-0.414080359996709,6.33760258683633,-3.04644248736628,0.0222593240869605,0.999230260868443,-2.98198808966536,17527261,"chr9","-","54544794","54560218","21","ENSMUST00000041901 // Cib2 // calcium and integrin binding family member 2 [Source:MGI Symbol;Acc:MGI:1929293] // --- // --- /// NM_019686.5 // Cib2 // Mus musculus calcium and integrin binding family member 2 (Cib2), mRNA. // --- // ---","ENSMUST00000041901 // ensGene // calcium and integrin binding family member 2 [Source:MGI Symbol;Acc:MGI:1929293] // chr9 // --- // --- // --- // --- // --- /// NM_019686.5 // blat // Mus musculus calcium and integrin binding family member 2 (Cib2), mRNA. // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"13296","17290155",0.51931427621514,3.71904741750756,3.04553222548249,0.022285559967138,0.999230260868443,-2.98289684238034,17290155,"chr13","+","119488039","119610459","22","NM_001039244.3 // Gm7120 // Mus musculus predicted gene 7120 (Gm7120), transcript variant 1, mRNA. // --- // --- /// NM_001177666.1 // Gm7120 // Mus musculus predicted gene 7120 (Gm7120), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000099147 // Gm7120 // predicted gene 7120 [Source:MGI Symbol;Acc:MGI:3648543] // --- // ---","NM_001039244.3 // blat // Mus musculus predicted gene 7120 (Gm7120), transcript variant 1, mRNA. // chr13 // --- // --- // --- // --- // --- /// NM_001177666.1 // blat // Mus musculus predicted gene 7120 (Gm7120), transcript variant 2, mRNA. // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000099147 // ensGene // predicted gene 7120 [Source:MGI Symbol;Acc:MGI:3648543] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"18691","17341917",-0.490760968520133,7.09416822060305,-3.04492640646175,0.0223030396810247,0.999230260868443,-2.98350174089775,17341917,"chr17","-","24595937","24632629","39","NM_011647.2 // Tsc2 // Mus musculus tuberous sclerosis 2 (Tsc2), transcript variant 1, mRNA. // --- // --- /// NM_001039363.1 // Tsc2 // Mus musculus tuberous sclerosis 2 (Tsc2), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000088420 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000097373 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000097374 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000115290 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000115291 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000115292 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000115294 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // --- /// ENSMUST00000163283 // Tsc2 // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // --- // ---","NM_011647.2 // blat // Mus musculus tuberous sclerosis 2 (Tsc2), transcript variant 1, mRNA. // chr17 // --- // --- // --- // --- // --- /// NM_001039363.1 // blat // Mus musculus tuberous sclerosis 2 (Tsc2), transcript variant 2, mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000088420 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000097373 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000097374 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000115290 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000115291 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000115292 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000115294 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000163283 // ensGene // tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36100","17514004",0.691864015869108,5.06466485321217,3.04450303536164,0.0223152640475139,0.999230260868443,-2.98392450851203,17514004,"chr8","-","123897123","123949265","22","NM_172288.2 // Nup133 // Mus musculus nucleoporin 133 (Nup133), mRNA. // --- // --- /// ENSMUST00000044795 // Nup133 // nucleoporin 133 [Source:MGI Symbol;Acc:MGI:2442620] // --- // ---","NM_172288.2 // blat // Mus musculus nucleoporin 133 (Nup133), mRNA. // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000044795 // ensGene // nucleoporin 133 [Source:MGI Symbol;Acc:MGI:2442620] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"24803","17402797",0.59627128275645,4.03283780748841,3.04448574605916,0.0223157634111979,0.999230260868443,-2.98394177386562,17402797,"chr3","+","135212563","135273540","44","NM_173762.4 // Cenpe // Mus musculus centromere protein E (Cenpe), mRNA. // --- // --- /// ENSMUST00000062893 // Cenpe // centromere protein E [Source:MGI Symbol;Acc:MGI:1098230] // --- // ---","NM_173762.4 // blat // Mus musculus centromere protein E (Cenpe), mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000062893 // ensGene // centromere protein E [Source:MGI Symbol;Acc:MGI:1098230] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"32960","17484167",0.829049506000096,4.36257413042202,3.04424291685787,0.0223227782823009,0.999230260868443,-2.98418427247156,17484167,"chr7","+","134670687","135173647","40","NM_001033420.2 // Dock1 // Mus musculus dedicator of cytokinesis 1 (Dock1), mRNA. // --- // --- /// ENSMUST00000084488 // Dock1 // dedicator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:2429765] // --- // ---","NM_001033420.2 // blat // Mus musculus dedicator of cytokinesis 1 (Dock1), mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000084488 // ensGene // dedicator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:2429765] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"23738","17392266",-0.515870122157248,5.17451339230135,-3.04117261466009,0.0224116800408582,0.999230260868443,-2.98725132318642,17392266,"chr2","-","140898388","140900079","20","XR_141987.1 // Gm19854 // PREDICTED: Mus musculus predicted gene, 19854 (Gm19854), miscRNA. // --- // --- /// XR_140528.1 // Gm19854 // PREDICTED: Mus musculus predicted gene, 19854 (Gm19854), miscRNA. // --- // ---","XR_141987.1 // blat // PREDICTED: Mus musculus predicted gene, 19854 (Gm19854), miscRNA. // chr2 // --- // --- // --- // --- // --- /// XR_140528.1 // blat // PREDICTED: Mus musculus predicted gene, 19854 (Gm19854), miscRNA. // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"25348","17407764",-0.527822572421207,6.24736069405389,-3.04053199537757,0.022430277790787,0.999230260868443,-2.98789148093102,17407764,"chr3","-","95253674","95282076","21","NM_173347.2 // Prune // Mus musculus prune homolog (Drosophila) (Prune), mRNA. // --- // --- /// ENSMUST00000015855 // Prune // prune homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1925152] // --- // ---","NM_173347.2 // blat // Mus musculus prune homolog (Drosophila) (Prune), mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000015855 // ensGene // prune homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1925152] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"6931","17228362",-0.471124475254752,5.69552240678546,-3.03806198326047,0.022502141275719,0.999230260868443,-2.99036041390392,17228362,"chr1","-","155212471","155242323","27","XM_993701.2 // BC034090 // PREDICTED: Mus musculus cDNA sequence BC034090 (BC034090), mRNA. // --- // --- /// XM_148974.7 // BC034090 // PREDICTED: Mus musculus cDNA sequence BC034090, transcript variant 1 (BC034090), mRNA. // --- // --- /// ENSMUST00000035914 // BC034090 // cDNA sequence BC034090 [Source:MGI Symbol;Acc:MGI:2672904] // --- // ---","XM_993701.2 // blat // PREDICTED: Mus musculus cDNA sequence BC034090 (BC034090), mRNA. // chr1 // --- // --- // --- // --- // --- /// XM_148974.7 // blat // PREDICTED: Mus musculus cDNA sequence BC034090, transcript variant 1 (BC034090), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000035914 // ensGene // cDNA sequence BC034090 [Source:MGI Symbol;Acc:MGI:2672904] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"9431","17252878",-0.456805525830339,5.63933295468015,-3.03712359302648,0.022529508577049,0.999230260868443,-2.99129868555944,17252878,"chr11","+","75173388","75173478","20","NR_029794.1 // Mir212 // Mus musculus microRNA 212 (Mir212), microRNA. // --- // --- /// ENSMUST00000083656 // Mir212 // microRNA 212 [Source:MGI Symbol;Acc:MGI:2676888] // --- // ---","NR_029794.1 // blat // Mus musculus microRNA 212 (Mir212), microRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000083656 // ensGene // microRNA 212 [Source:MGI Symbol;Acc:MGI:2676888] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"6134","17219643",-0.469444135621622,7.12667812021279,-3.03619710094352,0.0225565642918302,0.999230260868443,-2.99222521789384,17219643,"chr1","+","173350879","173466040","29","ENSMUST00000147604 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // --- /// ENSMUST00000174263 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // --- /// NM_001013779.2 // Aim2 // Mus musculus absent in melanoma 2 (Aim2), mRNA. // --- // --- /// ENSMUST00000173023 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // --- /// ENSMUST00000166137 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // --- /// ENSMUST00000151176 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // --- /// ENSMUST00000135370 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // --- /// ENSMUST00000038028 // Aim2 // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // --- // ---","ENSMUST00000147604 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000174263 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // --- /// NM_001013779.2 // blat // Mus musculus absent in melanoma 2 (Aim2), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000173023 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000166137 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000151176 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000135370 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000038028 // ensGene // absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"40686","17549442",-0.548574193752586,4.76391837956058,-3.03494720512653,0.0225931199833081,0.999230260868443,-2.99347541560522,17549442,"gi377833539","+","1","3055","25","XR_141836.1 // E030047D23Rik // PREDICTED: Mus musculus RIKEN cDNA E030047D23 gene (E030047D23Rik), miscRNA. // --- // ---","XR_141836.1 // other // PREDICTED: Mus musculus RIKEN cDNA E030047D23 gene (E030047D23Rik), miscRNA. // gi377833539 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","rescue"
"40878","17549830",-0.548574193752586,4.76391837956058,-3.03494720512653,0.0225931199833081,0.999230260868443,-2.99347541560522,17549830,"gi377836302","+","1","3055","25","XR_141315.1 // E030047D23Rik // PREDICTED: Mus musculus RIKEN cDNA E030047D23 gene (E030047D23Rik), miscRNA. // --- // ---","XR_141315.1 // other // PREDICTED: Mus musculus RIKEN cDNA E030047D23 gene (E030047D23Rik), miscRNA. // gi377836302 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","rescue"
"31683","17471893",-0.413768544347276,2.90689213402984,-3.03408786111328,0.0226182904716179,0.999230260868443,-2.99433513208953,17471893,"chr6","-","131686539","131687495","12","NM_020501.1 // Tas2r105 // Mus musculus taste receptor, type 2, member 105 (Tas2r105), mRNA. // --- // --- /// ENSMUST00000053652 // Tas2r105 // taste receptor, type 2, member 105 [Source:MGI Symbol;Acc:MGI:2681195] // --- // ---","NM_020501.1 // blat // Mus musculus taste receptor, type 2, member 105 (Tas2r105), mRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000053652 // ensGene // taste receptor, type 2, member 105 [Source:MGI Symbol;Acc:MGI:2681195] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"26801","17422832",-0.583857872115417,5.56542638799558,-3.03376336253514,0.0226278030558004,0.999230260868443,-2.99465980625663,17422832,"chr4","+","155962312","155966629","29","NM_026125.3 // Fam132a // Mus musculus family with sequence similarity 132, member A (Fam132a), mRNA. // --- // --- /// ENSMUST00000024338 // Fam132a // family with sequence similarity 132, member A [Source:MGI Symbol;Acc:MGI:1914639] // --- // --- /// ENSMUST00000149558 // Fam132a // family with sequence similarity 132, member A [Source:MGI Symbol;Acc:MGI:1914639] // --- // --- /// ENSMUST00000127222 // Fam132a // family with sequence similarity 132, member A [Source:MGI Symbol;Acc:MGI:1914639] // --- // ---","NM_026125.3 // blat // Mus musculus family with sequence similarity 132, member A (Fam132a), mRNA. // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000024338 // ensGene // family with sequence similarity 132, member A [Source:MGI Symbol;Acc:MGI:1914639] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000149558 // ensGene // family with sequence similarity 132, member A [Source:MGI Symbol;Acc:MGI:1914639] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000127222 // ensGene // family with sequence similarity 132, member A [Source:MGI Symbol;Acc:MGI:1914639] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"37395","17527295",-0.739925627272217,6.70194345615704,-3.03358029317201,0.0226331715962596,0.999230260868443,-2.99484298312981,17527295,"chr9","-","54714735","54747950","28","ENSMUST00000118771 // Wdr61 // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // --- // --- /// ENSMUST00000170032 // Wdr61 // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // --- // --- /// NM_001025375.1 // Wdr61 // Mus musculus WD repeat domain 61 (Wdr61), transcript variant 1, mRNA. // --- // --- /// NM_023191.2 // Wdr61 // Mus musculus WD repeat domain 61 (Wdr61), transcript variant 2, mRNA. // --- // --- /// NM_001025376.1 // Wdr61 // Mus musculus WD repeat domain 61 (Wdr61), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000051822 // Wdr61 // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // --- // --- /// ENSMUST00000121204 // Wdr61 // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // --- // ---","ENSMUST00000118771 // ensGene // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000170032 // ensGene // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // chr9 // --- // --- // --- // --- // --- /// NM_001025375.1 // blat // Mus musculus WD repeat domain 61 (Wdr61), transcript variant 1, mRNA. // chr9 // --- // --- // --- // --- // --- /// NM_023191.2 // blat // Mus musculus WD repeat domain 61 (Wdr61), transcript variant 2, mRNA. // chr9 // --- // --- // --- // --- // --- /// NM_001025376.1 // blat // Mus musculus WD repeat domain 61 (Wdr61), transcript variant 3, mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000051822 // ensGene // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000121204 // ensGene // WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"14730","17302418",-0.885779461857498,5.21466433117501,-3.02914298269935,0.0227637197721754,0.999230260868443,-2.99928476257718,17302418,"chr14","+","101653967","101696125","8","NM_016723.2 // Uchl3 // Mus musculus ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) (Uchl3), mRNA. // --- // --- /// ENSMUST00000002289 // Uchl3 // ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274] // --- // --- /// ENSMUST00000066470 // Uchl3 // ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274] // --- // ---","NM_016723.2 // blat // Mus musculus ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) (Uchl3), mRNA. // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000002289 // ensGene // ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000066470 // ensGene // ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"25017","17404976",-0.69249098169693,5.0440349356372,-3.0279468586293,0.0227990499331609,0.999230260868443,-3.00048270315822,17404976,"chr3","-","40818070","40846885","22","ENSMUST00000026859 // Mfsd8 // major facilitator superfamily domain containing 8 [Source:MGI Symbol;Acc:MGI:1919425] // --- // --- /// NM_028140.4 // Mfsd8 // Mus musculus major facilitator superfamily domain containing 8 (Mfsd8), mRNA. // --- // ---","ENSMUST00000026859 // ensGene // major facilitator superfamily domain containing 8 [Source:MGI Symbol;Acc:MGI:1919425] // chr3 // --- // --- // --- // --- // --- /// NM_028140.4 // blat // Mus musculus major facilitator superfamily domain containing 8 (Mfsd8), mRNA. // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"29717","17453533",-0.969951304158629,8.43880697178274,-3.02679002470588,0.0228332761198523,0.999230260868443,-3.00164154085753,17453533,"chr5","-","135053988","135054116","22","ENSMUST00000157383 // SCARNA20 // Small Cajal body specific RNA 20  [Source:RFAM;Acc:RF00601] // --- // ---","ENSMUST00000157383 // ensGene // Small Cajal body specific RNA 20  [Source:RFAM;Acc:RF00601] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"6698","17225578",0.366687812658609,2.32416345160383,3.02632160692138,0.0228471506053913,0.999230260868443,-3.00211083903499,17225578,"chr1","-","92479681","92480619","9","NM_147038.1 // Olfr1416 // Mus musculus olfactory receptor 1416 (Olfr1416), mRNA. // --- // --- /// ENSMUST00000086837 // Olfr1416 // olfactory receptor 1416 [Source:MGI Symbol;Acc:MGI:3031250] // --- // ---","NM_147038.1 // blat // Mus musculus olfactory receptor 1416 (Olfr1416), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000086837 // ensGene // olfactory receptor 1416 [Source:MGI Symbol;Acc:MGI:3031250] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"38242","17535710",-0.933835932043589,4.71038617844957,-3.02586160236171,0.0228607847856696,0.999230260868443,-3.00257174689271,17535710,"chrX","+","73809417","73809481","12","ENSMUST00000082602 // SNORD38 // Small nucleolar RNA SNORD38  [Source:RFAM;Acc:RF00212] // --- // ---","ENSMUST00000082602 // ensGene // Small nucleolar RNA SNORD38  [Source:RFAM;Acc:RF00212] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"40725","17549520",0.458813106234071,5.09983680578212,3.02541255304281,0.0228741027674652,0.999230260868443,-3.00302171499737,17549520,"gi377834004","+","1","1108","25","XR_142112.1 // LOC100862602 // PREDICTED: Mus musculus uncharacterized LOC100862602 (LOC100862602), miscRNA. // --- // ---","XR_142112.1 // other // PREDICTED: Mus musculus uncharacterized LOC100862602 (LOC100862602), miscRNA. // gi377834004 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","rescue"
"8101","17239433",1.07602555444079,5.82489171545589,3.02494869457344,0.0228878687917221,0.999230260868443,-3.00348656092827,17239433,"chr10","-","13967024","14007405","25","ENSMUST00000171012 // Gm8330 // predicted gene 8330 [Source:MGI Symbol;Acc:MGI:3644864] // --- // ---","ENSMUST00000171012 // ensGene // predicted gene 8330 [Source:MGI Symbol;Acc:MGI:3644864] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"16858","17324400",-0.405653028337337,9.91168275464507,-3.02458613506523,0.022898634797454,0.999230260868443,-3.00384991940107,17324400,"chr16","+","23111301","23111429","16","ENSMUST00000082448 // SNORA63 // Small nucleolar RNA SNORA63  [Source:RFAM;Acc:RF00092] // --- // ---","ENSMUST00000082448 // ensGene // Small nucleolar RNA SNORA63  [Source:RFAM;Acc:RF00092] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"18483","17340232",-0.531578819411414,8.06272474639136,-3.0218628848601,0.0229796758654412,0.999230260868443,-3.00657993181154,17340232,"chr17","+","87025550","87035810","21","NM_019936.3 // Cript // Mus musculus cysteine-rich PDZ-binding protein (Cript), mRNA. // --- // --- /// ENSMUST00000024959 // Cript // cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655] // --- // --- /// ENSMUST00000160269 // Cript // cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655] // --- // ---","NM_019936.3 // blat // Mus musculus cysteine-rich PDZ-binding protein (Cript), mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000024959 // ensGene // cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000160269 // ensGene // cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"8396","17242318",0.415785978086905,8.6574612675693,3.02131096911838,0.0229961381486102,0.999230260868443,-3.00713338165616,17242318,"chr10","-","77776252","77776944","17","ENSMUST00000167669 // Gm7138 // predicted gene 7138 [Source:MGI Symbol;Acc:MGI:3779678] // --- // ---","ENSMUST00000167669 // ensGene // predicted gene 7138 [Source:MGI Symbol;Acc:MGI:3779678] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"34339","17496251",0.675902214892879,4.08392233593383,3.01985625033356,0.0230395900816522,0.999230260868443,-3.00859240802561,17496251,"chr7","-","126473161","126474426","23","XR_142249.1 // LOC100861803 // PREDICTED: Mus musculus uncharacterized LOC100861803 (LOC100861803), miscRNA. // --- // --- /// XR_140842.1 // LOC100861803 // PREDICTED: Mus musculus uncharacterized LOC100861803 (LOC100861803), miscRNA. // --- // ---","XR_142249.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861803 (LOC100861803), miscRNA. // chr7 // --- // --- // --- // --- // --- /// XR_140842.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861803 (LOC100861803), miscRNA. // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
