"","X","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"358",24135,17396053,0.844012920989464,4.07976282602675,3.22506727475641,0.0165671840125967,0.979957154238804,-2.94731219237809,17396053,"chr3","+",9757607,9786142,20,"ENSMUST00000160368 // Gm16337 // predicted gene 16337 [Source:MGI Symbol;Acc:MGI:3840131] // --- // ---","ENSMUST00000160368 // ensGene // predicted gene 16337 [Source:MGI Symbol;Acc:MGI:3840131] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"359",20159,17356662,-0.669160361560152,5.63105072934156,-3.22272799506872,0.0166179287497088,0.979957154238804,-2.94914840934983,17356662,"chr19","+",6140983,6172476,19,"ENSMUST00000134150 // Batf2 // basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731] // --- // --- /// NM_028967.1 // Batf2 // Mus musculus basic leucine zipper transcription factor, ATF-like 2 (Batf2), mRNA. // --- // --- /// ENSMUST00000045042 // Batf2 // basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731] // --- // ---","ENSMUST00000134150 // ensGene // basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731] // chr19 // --- // --- // --- // --- // --- /// NM_028967.1 // blat // Mus musculus basic leucine zipper transcription factor, ATF-like 2 (Batf2), mRNA. // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000045042 // ensGene // basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"360",30588,17461725,0.473114183772335,4.64561485090282,3.2220413466968,0.0166328558206424,0.979957154238804,-2.94968759441987,17461725,"chr6","+",113483297,113493343,20,"ENSMUST00000032422 // Creld1 // cysteine-rich with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:2152539] // --- // --- /// NM_133930.1 // Creld1 // Mus musculus cysteine-rich with EGF-like domains 1 (Creld1), mRNA. // --- // ---","ENSMUST00000032422 // ensGene // cysteine-rich with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:2152539] // chr6 // --- // --- // --- // --- // --- /// NM_133930.1 // blat // Mus musculus cysteine-rich with EGF-like domains 1 (Creld1), mRNA. // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"361",38926,17541339,0.961187742983869,3.44852526672431,3.2194995992213,0.0166882375883579,0.979957154238804,-2.95168427313198,17541339,"chrX","-",46455841,46456346,10,"ENSMUST00000078326 // Gm4987 // predicted gene 4987 [Source:MGI Symbol;Acc:MGI:3647751] // --- // ---","ENSMUST00000078326 // ensGene // predicted gene 4987 [Source:MGI Symbol;Acc:MGI:3647751] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"362",24076,17395398,-1.40292898822803,4.62689784163374,-3.21615313420199,0.01676145832529,0.979957154238804,-2.95431500211718,17395398,"chr2","-",177903340,177925613,10,"ENSMUST00000108934 // C330013J21Rik // RIKEN cDNA C330013J21 gene [Source:MGI Symbol;Acc:MGI:1925953] // --- // ---","ENSMUST00000108934 // ensGene // RIKEN cDNA C330013J21 gene [Source:MGI Symbol;Acc:MGI:1925953] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"363",15957,17314773,-0.578470831251812,3.303845534537,-3.21435956742949,0.0168008448978593,0.979957154238804,-2.95572585335885,17314773,"chr15","+",99251788,99262041,15,"NR_045627.1 // 1700120C14Rik // Mus musculus RIKEN cDNA 1700120C14 gene (1700120C14Rik), non-coding RNA. // --- // ---","NR_045627.1 // blat // Mus musculus RIKEN cDNA 1700120C14 gene (1700120C14Rik), non-coding RNA. // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"364",26257,17417238,-0.78352570253634,3.14445803974648,-3.21326362063676,0.0168249611680648,0.979957154238804,-2.95658824984345,17417238,"chr4","+",115520718,115520970,6,"ENSMUST00000175479 // AL627182.1 // --- // --- // ---","ENSMUST00000175479 // ensGene // --- // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"365",40992,17550172,-0.78352570253634,3.14445803974648,-3.21326362063676,0.0168249611680648,0.979957154238804,-2.95658824984345,17550172,"tc2486241","+",1,253,6,"ENSMUST00000175479 // AL627182.1 // --- // --- // ---","ENSMUST00000175479 // ensGene // --- // tc2486241 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"366",14436,17300131,-0.831336999157053,3.0021570948905,-3.21295853372345,0.0168316812694773,0.979957154238804,-2.95682836282741,17300131,"chr14","+",54155005,54155076,13,"ENSMUST00000165025 // Traj61 // T cell receptor alpha joining 61 [Source:MGI Symbol;Acc:MGI:4936997] // --- // ---","ENSMUST00000165025 // ensGene // T cell receptor alpha joining 61 [Source:MGI Symbol;Acc:MGI:4936997] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"367",15784,17312884,-0.713955720771486,4.00564230902523,-3.21187816758509,0.0168555017267463,0.979957154238804,-2.95767878923635,17312884,"chr15","+",79030874,79042531,19,"NM_013847.4 // Gcat // Mus musculus glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) (Gcat), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA. // --- // --- /// NM_001161712.1 // Gcat // Mus musculus glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) (Gcat), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA. // --- // --- /// ENSMUST00000006544 // Gcat // glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389] // --- // --- /// ENSMUST00000171999 // Gcat // glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389] // --- // ---","NM_013847.4 // blat // Mus musculus glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) (Gcat), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA. // chr15 // --- // --- // --- // --- // --- /// NM_001161712.1 // blat // Mus musculus glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) (Gcat), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA. // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000006544 // ensGene // glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389] // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000171999 // ensGene // glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"368",10244,17261250,-0.75448955179136,6.79164947244762,-3.21066762622062,0.0168822357686427,0.979957154238804,-2.95863195239404,17261250,"chr11","-",29221532,29247409,20,"NM_025740.3 // Ccdc104 // Mus musculus coiled-coil domain containing 104 (Ccdc104), mRNA. // --- // --- /// ENSMUST00000020754 // Ccdc104 // coiled-coil domain containing 104 [Source:MGI Symbol;Acc:MGI:1913994] // --- // --- /// ENSMUST00000134599 // Ccdc104 // coiled-coil domain containing 104 [Source:MGI Symbol;Acc:MGI:1913994] // --- // ---","NM_025740.3 // blat // Mus musculus coiled-coil domain containing 104 (Ccdc104), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000020754 // ensGene // coiled-coil domain containing 104 [Source:MGI Symbol;Acc:MGI:1913994] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000134599 // ensGene // coiled-coil domain containing 104 [Source:MGI Symbol;Acc:MGI:1913994] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"369",5731,17215697,0.554128354373366,5.08090155168623,3.20906298569224,0.0169177440991247,0.979957154238804,-2.95989585910369,17215697,"chr1","+",91179822,91225196,23,"NM_016894.3 // Ramp1 // Mus musculus receptor (calcitonin) activity modifying protein 1 (Ramp1), transcript variant 1, mRNA. // --- // --- /// NM_178401.3 // Ramp1 // Mus musculus receptor (calcitonin) activity modifying protein 1 (Ramp1), transcript variant 2, mRNA. // --- // --- /// NM_001168392.1 // Ramp1 // Mus musculus receptor (calcitonin) activity modifying protein 1 (Ramp1), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000048383 // Ramp1 // receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418] // --- // --- /// ENSMUST00000097648 // Ramp1 // receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418] // --- // --- /// ENSMUST00000165855 // Ramp1 // receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418] // --- // ---","NM_016894.3 // blat // Mus musculus receptor (calcitonin) activity modifying protein 1 (Ramp1), transcript variant 1, mRNA. // chr1 // --- // --- // --- // --- // --- /// NM_178401.3 // blat // Mus musculus receptor (calcitonin) activity modifying protein 1 (Ramp1), transcript variant 2, mRNA. // chr1 // --- // --- // --- // --- // --- /// NM_001168392.1 // blat // Mus musculus receptor (calcitonin) activity modifying protein 1 (Ramp1), transcript variant 3, mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000048383 // ensGene // receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000097648 // ensGene // receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000165855 // ensGene // receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"370",14969,17304976,0.56912618917199,5.64847796792516,3.20610339974138,0.0169834478693161,0.979957154238804,-2.96222830012842,17304976,"chr14","-",33377898,33447158,22,"NM_016700.4 // Mapk8 // Mus musculus mitogen-activated protein kinase 8 (Mapk8), mRNA. // --- // --- /// ENSMUST00000022504 // Mapk8 // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // --- // --- /// ENSMUST00000111943 // Mapk8 // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // --- // --- /// ENSMUST00000111944 // Mapk8 // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // --- // --- /// ENSMUST00000111945 // Mapk8 // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // --- // --- /// ENSMUST00000150659 // Mapk8 // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // --- // --- /// ENSMUST00000111942 // Mapk8 // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // --- // ---","NM_016700.4 // blat // Mus musculus mitogen-activated protein kinase 8 (Mapk8), mRNA. // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000022504 // ensGene // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000111943 // ensGene // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000111944 // ensGene // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000111945 // ensGene // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000150659 // ensGene // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000111942 // ensGene // mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"371",18526,17340609,-0.901864988961585,7.83870525435207,-3.20452405257812,0.0170186230014115,0.979957154238804,-2.96347366963143,17340609,"chr17","-",6738041,6782784,18,"ENSMUST00000064234 // Ezr // ezrin [Source:MGI Symbol;Acc:MGI:98931] // --- // --- /// NM_009510.2 // Ezr // Mus musculus ezrin (Ezr), mRNA. // --- // --- /// ENSMUST00000131131 // Ezr // ezrin [Source:MGI Symbol;Acc:MGI:98931] // --- // ---","ENSMUST00000064234 // ensGene // ezrin [Source:MGI Symbol;Acc:MGI:98931] // chr17 // --- // --- // --- // --- // --- /// NM_009510.2 // blat // Mus musculus ezrin (Ezr), mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000131131 // ensGene // ezrin [Source:MGI Symbol;Acc:MGI:98931] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"372",34541,17498310,0.596083929952261,4.89039609922348,3.20159717736926,0.0170840190875747,0.979957154238804,-2.96578288152175,17498310,"chr7","-",143634806,143649661,19,"ENSMUST00000075588 // Tnfrsf22 // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // --- // --- /// ENSMUST00000171066 // Tnfrsf22 // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // --- // --- /// NM_023680.3 // Tnfrsf22 // Mus musculus tumor necrosis factor receptor superfamily, member 22 (Tnfrsf22), mRNA. // --- // --- /// ENSMUST00000129476 // Tnfrsf22 // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // --- // --- /// ENSMUST00000146692 // Tnfrsf22 // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // --- // --- /// ENSMUST00000084396 // Tnfrsf22 // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // --- // --- /// ENSMUST00000149524 // Tnfrsf22 // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // --- // ---","ENSMUST00000075588 // ensGene // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000171066 // ensGene // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // chr7 // --- // --- // --- // --- // --- /// NM_023680.3 // blat // Mus musculus tumor necrosis factor receptor superfamily, member 22 (Tnfrsf22), mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000129476 // ensGene // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000146692 // ensGene // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000084396 // ensGene // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000149524 // ensGene // tumor necrosis factor receptor superfamily, member 22 [Source:MGI Symbol;Acc:MGI:1930270] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"373",28519,17441037,-1.60179862706943,5.39920196574924,-3.19707498103333,0.0171855958425015,0.979957154238804,-2.96935399417527,17441037,"chr5","+",114896934,114912245,21,"NM_011854.2 // Oasl2 // Mus musculus 2'-5' oligoadenylate synthetase-like 2 (Oasl2), mRNA. // --- // --- /// ENSMUST00000031542 // Oasl2 // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // --- // --- /// ENSMUST00000146072 // Oasl2 // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // --- // --- /// ENSMUST00000150361 // Oasl2 // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // --- // --- /// ENSMUST00000171068 // Oasl2 // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // --- // ---","NM_011854.2 // blat // Mus musculus 2'-5' oligoadenylate synthetase-like 2 (Oasl2), mRNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000031542 // ensGene // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000146072 // ensGene // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000150361 // ensGene // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000171068 // ensGene // 2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"374",6077,17219407,-0.481491231310646,4.03682067843841,-3.19612721668979,0.0172069671743983,0.979957154238804,-2.97010292876621,17219407,"chr1","+",171767127,171801184,22,"NM_013730.4 // Slamf1 // Mus musculus signaling lymphocytic activation molecule family member 1 (Slamf1), mRNA. // --- // --- /// ENSMUST00000015460 // Slamf1 // signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314] // --- // --- /// ENSMUST00000166183 // Slamf1 // signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314] // --- // ---","NM_013730.4 // blat // Mus musculus signaling lymphocytic activation molecule family member 1 (Slamf1), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000015460 // ensGene // signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000166183 // ensGene // signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"375",38348,17536653,-0.703700383802521,2.32532851178031,-3.19252258492739,0.017288512093094,0.979957154238804,-2.9729529298271,17536653,"chrX","+",101005821,101005883,11,"ENSMUST00000158580 // U7 // U7 small nuclear RNA  [Source:RFAM;Acc:RF00066] // --- // ---","ENSMUST00000158580 // ensGene // U7 small nuclear RNA  [Source:RFAM;Acc:RF00066] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"376",23793,17392787,0.888684866673349,6.01910899903372,3.18938279933132,0.017359882273896,0.979957154238804,-2.97543743652576,17392787,"chr2","-",151086786,151092350,35,"NM_001097977.1 // Gm14151 // Mus musculus predicted gene 14151 (Gm14151), mRNA. // --- // --- /// ENSMUST00000109890 // Gm14151 // predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016] // --- // --- /// ENSMUST00000139910 // Gm14151 // predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016] // --- // --- /// XM_355352.5 // Gm14147 // PREDICTED: Mus musculus predicted gene 14147 (Gm14147), mRNA. // --- // ---","NM_001097977.1 // blat // Mus musculus predicted gene 14151 (Gm14151), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000109890 // ensGene // predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000139910 // ensGene // predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016] // chr2 // --- // --- // --- // --- // --- /// XM_355352.5 // blat // PREDICTED: Mus musculus predicted gene 14147 (Gm14147), mRNA. // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"377",8752,17246310,-0.89063021059965,6.90162204598199,-3.18892956012509,0.0173702111413429,0.979957154238804,-2.97579624042405,17246310,"chr10","-",128720134,128744056,20,"NM_016811.2 // Dgka // Mus musculus diacylglycerol kinase, alpha (Dgka), mRNA. // --- // --- /// ENSMUST00000026414 // Dgka // diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952] // --- // ---","NM_016811.2 // blat // Mus musculus diacylglycerol kinase, alpha (Dgka), mRNA. // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000026414 // ensGene // diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"378",38230,17535535,0.891350534600289,4.44136087567106,3.18658804880685,0.0174236779486251,0.979957154238804,-2.97765051158722,17535535,"chrX","+",73342620,73359080,25,"NM_031494.2 // Zfp275 // Mus musculus zinc finger protein 275 (Zfp275), transcript variant 1, mRNA. // --- // --- /// NM_001160229.1 // Zfp275 // Mus musculus zinc finger protein 275 (Zfp275), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000033731 // Zfp275 // zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985] // --- // --- /// ENSMUST00000114499 // Zfp275 // zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985] // --- // --- /// ENSMUST00000159795 // Zfp275 // zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985] // --- // ---","NM_031494.2 // blat // Mus musculus zinc finger protein 275 (Zfp275), transcript variant 1, mRNA. // chrX // --- // --- // --- // --- // --- /// NM_001160229.1 // blat // Mus musculus zinc finger protein 275 (Zfp275), transcript variant 2, mRNA. // chrX // --- // --- // --- // --- // --- /// ENSMUST00000033731 // ensGene // zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000114499 // ensGene // zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000159795 // ensGene // zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"379",13222,17289486,0.816396135931038,5.30764692232887,3.18532632648675,0.0174525623806996,0.979957154238804,-2.97865012153473,17289486,"chr13","+",100651343,100666413,27,"NM_027139.5 // Taf9 // Mus musculus TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf9), transcript variant 1, mRNA. // --- // --- /// NM_027592.2 // Taf9 // Mus musculus TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf9), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000022135 // Taf9 // TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1888697] // --- // --- /// ENSMUST00000084721 // Taf9 // TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1888697] // --- // --- /// NM_001015889.2 // Taf9 // Mus musculus TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf9), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000167256 // Taf9 // TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1888697] // --- // ---","NM_027139.5 // blat // Mus musculus TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf9), transcript variant 1, mRNA. // chr13 // --- // --- // --- // --- // --- /// NM_027592.2 // blat // Mus musculus TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf9), transcript variant 2, mRNA. // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000022135 // ensGene // TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1888697] // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000084721 // ensGene // TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1888697] // chr13 // --- // --- // --- // --- // --- /// NM_001015889.2 // blat // Mus musculus TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf9), transcript variant 3, mRNA. // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000167256 // ensGene // TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1888697] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"380",29862,17455429,0.668976624596545,3.22493076669584,3.18495555300627,0.0174610603000089,0.979957154238804,-2.97894392803128,17455429,"chr5","-",148753323,148753440,14,"ENSMUST00000122564 // n-R5s179 // nuclear encoded rRNA 5S 179 [Source:MGI Symbol;Acc:MGI:4422044] // --- // ---","ENSMUST00000122564 // ensGene // nuclear encoded rRNA 5S 179 [Source:MGI Symbol;Acc:MGI:4422044] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"381",16934,17324835,0.890126935788885,6.82888355941285,3.18444253087422,0.0174728258676107,0.979957154238804,-2.97935049805007,17324835,"chr16","+",32608896,32632794,37,"NM_011638.4 // Tfrc // Mus musculus transferrin receptor (Tfrc), mRNA. // --- // --- /// ENSMUST00000023486 // Tfrc // transferrin receptor [Source:MGI Symbol;Acc:MGI:98822] // --- // --- /// ENSMUST00000120680 // Tfrc // transferrin receptor [Source:MGI Symbol;Acc:MGI:98822] // --- // --- /// ENSMUST00000124243 // Tfrc // transferrin receptor [Source:MGI Symbol;Acc:MGI:98822] // --- // ---","NM_011638.4 // blat // Mus musculus transferrin receptor (Tfrc), mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000023486 // ensGene // transferrin receptor [Source:MGI Symbol;Acc:MGI:98822] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000120680 // ensGene // transferrin receptor [Source:MGI Symbol;Acc:MGI:98822] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000124243 // ensGene // transferrin receptor [Source:MGI Symbol;Acc:MGI:98822] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"382",37844,17532403,0.979803516965796,5.72419710523615,3.18418676817685,0.0174786946947541,0.979957154238804,-2.97955320886056,17532403,"chr9","-",121848560,121858000,16,"NM_019814.4 // Higd1a // Mus musculus HIG1 domain family, member 1A (Higd1a), mRNA. // --- // --- /// ENSMUST00000060251 // Higd1a // HIG1 domain family, member 1A [Source:MGI Symbol;Acc:MGI:1930666] // --- // ---","NM_019814.4 // blat // Mus musculus HIG1 domain family, member 1A (Higd1a), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000060251 // ensGene // HIG1 domain family, member 1A [Source:MGI Symbol;Acc:MGI:1930666] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
