"","X","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"149",38787,17540127,-0.910049992548631,4.73107299926993,-3.67124415866257,0.0109061074760718,0.994865964162296,0.619499265132502,17540127,"chrX","-",8685331,8693448,8,"ENSMUST00000089384 // Ssxb8 // synovial sarcoma, X member B, breakpoint 8 [Source:MGI Symbol;Acc:MGI:2446777] // --- // ---","ENSMUST00000089384 // ensGene // synovial sarcoma, X member B, breakpoint 8 [Source:MGI Symbol;Acc:MGI:2446777] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"150",11301,17272770,0.802440771794033,6.17747297348708,3.67073814207631,0.0109125611449598,0.994865964162296,0.619450928023777,17272770,"chr11","-",118301061,118355740,21,"NM_011594.3 // Timp2 // Mus musculus tissue inhibitor of metalloproteinase 2 (Timp2), mRNA. // --- // --- /// ENSMUST00000017610 // Timp2 // tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753] // --- // --- /// ENSMUST00000155707 // Timp2 // tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753] // --- // ---","NM_011594.3 // blat // Mus musculus tissue inhibitor of metalloproteinase 2 (Timp2), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000017610 // ensGene // tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000155707 // ensGene // tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"151",40659,17549388,-1.34205587455357,9.15477971895071,-3.66572067282689,0.0109767838878828,0.994865964162296,0.618971026977309,17549388,"gi377833271","+",1,425,28,"XR_141696.1 // LOC100862286 // PREDICTED: Mus musculus uncharacterized LOC100862286 (LOC100862286), miscRNA. // --- // ---","XR_141696.1 // other // PREDICTED: Mus musculus uncharacterized LOC100862286 (LOC100862286), miscRNA. // gi377833271 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"152",40001,17547986,-0.641975300200297,9.40334734444167,-3.64200810076664,0.0112860480018416,0.994865964162296,0.61668798899114,17547986,"chr17","+",12682411,12683233,24,"XR_141810.1 // LOC100862021 // PREDICTED: Mus musculus uncharacterized LOC100862021 (LOC100862021), miscRNA. // --- // --- /// XR_141307.1 // LOC100862021 // PREDICTED: Mus musculus uncharacterized LOC100862021 (LOC100862021), miscRNA. // --- // ---","XR_141810.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862021 (LOC100862021), miscRNA. // chr17 // --- // --- // --- // --- // --- /// XR_141307.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862021 (LOC100862021), miscRNA. // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"153",12736,17285530,-0.71768723514158,5.64971332199673,-3.63259660828795,0.0114114721585248,0.994865964162296,0.615774939629038,17285530,"chr13","+",19257117,19257176,8,"ENSMUST00000103560 // Trgj3 // T cell receptor gamma joining 3 [Source:MGI Symbol;Acc:MGI:4439528] // --- // ---","ENSMUST00000103560 // ensGene // T cell receptor gamma joining 3 [Source:MGI Symbol;Acc:MGI:4439528] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"154",19892,17354000,-0.831713525141965,5.4363727347367,-3.627075052294,0.0114857774551515,0.994865964162296,0.615237430531766,17354000,"chr18","-",39503556,39506682,23,"ENSMUST00000071086 // Gm10008 // predicted gene 10008 [Source:MGI Symbol;Acc:MGI:3641665] // --- // ---","ENSMUST00000071086 // ensGene // predicted gene 10008 [Source:MGI Symbol;Acc:MGI:3641665] // chr18 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"155",20922,17363666,-0.577503587584577,6.66875626609103,-3.62159383453155,0.0115600724795899,0.994865964162296,0.614702498969843,17363666,"chr19","-",25166085,25166216,15,"ENSMUST00000083700 // SNORA24 // Small nucleolar RNA SNORA24  [Source:RFAM;Acc:RF00399] // --- // ---","ENSMUST00000083700 // ensGene // Small nucleolar RNA SNORA24  [Source:RFAM;Acc:RF00399] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"156",41141,17550574,-1.10523703509749,8.87450774054889,-3.61885156227015,0.0115974429751411,0.994865964162296,0.614434365298358,17550574,"gi34538597-2","+",1,69,23,"gi34538597-2 // TrnV // Mus musculus mitochondrion, complete genome. /tRNA=1025..1093 /product=tRNA-Val /gene=TrnV /inference=non-experimental evidence, no additionaldetails recorded /anticodon=(pos:1057..1059,aa:Val) /note=tRNA features were annotated by tRNAscan-SE. /db_xref=GeneID:17745 /db_xref=MGI:102472 // --- // ---","gi34538597-2 // other // Mus musculus mitochondrion, complete genome. /tRNA=1025..1093 /product=tRNA-Val /gene=TrnV /inference=non-experimental evidence, no additionaldetails recorded /anticodon=(pos:1057..1059,aa:Val) /note=tRNA features were annotated by tRNAscan-SE. /db_xref=GeneID:17745 /db_xref=MGI:102472 // gi34538597-2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rRNA"
"157",14838,17303315,-0.892927461493399,7.88839399140806,-3.61884447151781,0.0115975397787829,0.994865964162296,0.614433671541785,17303315,"chr14","-",7323988,7332395,10,"NM_001025085.2 // Gm5797 // Mus musculus predicted gene 5797 (Gm5797), mRNA. // --- // --- /// ENSMUST00000100886 // Gm5797 // predicted gene 5797 [Source:MGI Symbol;Acc:MGI:3646487] // --- // ---","NM_001025085.2 // blat // Mus musculus predicted gene 5797 (Gm5797), mRNA. // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000100886 // ensGene // predicted gene 5797 [Source:MGI Symbol;Acc:MGI:3646487] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"158",7622,17235002,0.558818762281485,6.26099444769138,3.61612982959994,0.011634666430274,0.994865964162296,0.614167906014988,17235002,"chr10","+",79874476,79883174,17,"ENSMUST00000163188 // Prtn3 // proteinase 3 [Source:MGI Symbol;Acc:MGI:893580] // --- // --- /// ENSMUST00000006679 // Prtn3 // proteinase 3 [Source:MGI Symbol;Acc:MGI:893580] // --- // --- /// NM_011178.2 // Prtn3 // Mus musculus proteinase 3 (Prtn3), mRNA. // --- // --- /// ENSMUST00000166201 // Prtn3 // proteinase 3 [Source:MGI Symbol;Acc:MGI:893580] // --- // ---","ENSMUST00000163188 // ensGene // proteinase 3 [Source:MGI Symbol;Acc:MGI:893580] // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000006679 // ensGene // proteinase 3 [Source:MGI Symbol;Acc:MGI:893580] // chr10 // --- // --- // --- // --- // --- /// NM_011178.2 // blat // Mus musculus proteinase 3 (Prtn3), mRNA. // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000166201 // ensGene // proteinase 3 [Source:MGI Symbol;Acc:MGI:893580] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"159",28660,17442940,-0.658589140746628,6.0251118555871,-3.61203118206055,0.0116909719749343,0.994865964162296,0.613766017353742,17442940,"chr5","+",129789539,129789673,15,"ENSMUST00000083370 // SNORA22 // Small nucleolar RNA SNORA22  [Source:RFAM;Acc:RF00414] // --- // ---","ENSMUST00000083370 // ensGene // Small nucleolar RNA SNORA22  [Source:RFAM;Acc:RF00414] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"160",28140,17437198,-0.665296510782898,5.10744275367219,-3.59589285938245,0.0119156366123205,0.994865964162296,0.612176222403112,17437198,"chr5","+",43818886,43843468,20,"NM_009763.3 // Bst1 // Mus musculus bone marrow stromal cell antigen 1 (Bst1), mRNA. // --- // --- /// ENSMUST00000101237 // Bst1 // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // --- // --- /// ENSMUST00000126976 // Bst1 // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // --- // --- /// ENSMUST00000030962 // Bst1 // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // --- // --- /// ENSMUST00000118126 // Bst1 // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // --- // --- /// ENSMUST00000125838 // Bst1 // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // --- // ---","NM_009763.3 // blat // Mus musculus bone marrow stromal cell antigen 1 (Bst1), mRNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000101237 // ensGene // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000126976 // ensGene // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000030962 // ensGene // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000118126 // ensGene // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000125838 // ensGene // bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"161",20946,17363865,-0.643496419834815,6.32047480502775,-3.59489629114019,0.0119296665075835,0.994865964162296,0.612077663467387,17363865,"chr19","-",30098447,30175418,24,"NM_138595.1 // Gldc // Mus musculus glycine decarboxylase (Gldc), nuclear gene encoding mitochondrial protein, mRNA. // --- // --- /// ENSMUST00000025778 // Gldc // glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155] // --- // --- /// ENSMUST00000070303 // Gldc // glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155] // --- // ---","NM_138595.1 // blat // Mus musculus glycine decarboxylase (Gldc), nuclear gene encoding mitochondrial protein, mRNA. // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000025778 // ensGene // glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155] // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000070303 // ensGene // glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"162",24948,17404269,-0.531128305972423,7.80975913397597,-3.59325931809228,0.0119527520113197,0.994865964162296,0.611915671733698,17404269,"chr3","-",19223108,19311322,33,"ENSMUST00000091314 // Pde7a // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // --- // --- /// ENSMUST00000099195 // Pde7a // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // --- // --- /// NM_008802.2 // Pde7a // Mus musculus phosphodiesterase 7A (Pde7a), transcript variant 1, mRNA. // --- // --- /// NM_001122759.1 // Pde7a // Mus musculus phosphodiesterase 7A (Pde7a), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000139426 // Pde7a // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // --- // --- /// ENSMUST00000121951 // Pde7a // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // --- // --- /// ENSMUST00000143120 // Pde7a // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // --- // ---","ENSMUST00000091314 // ensGene // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000099195 // ensGene // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // chr3 // --- // --- // --- // --- // --- /// NM_008802.2 // blat // Mus musculus phosphodiesterase 7A (Pde7a), transcript variant 1, mRNA. // chr3 // --- // --- // --- // --- // --- /// NM_001122759.1 // blat // Mus musculus phosphodiesterase 7A (Pde7a), transcript variant 2, mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000139426 // ensGene // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000121951 // ensGene // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000143120 // ensGene // phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"163",18799,17342991,-0.803498928281367,5.32843552184414,-3.58473528266915,0.0120737676815506,0.994865964162296,0.611070180712183,17342991,"chr17","-",28989977,28990148,12,"ENSMUST00000122683 // U2 // U2 spliceosomal RNA  [Source:RFAM;Acc:RF00004] // --- // ---","ENSMUST00000122683 // ensGene // U2 spliceosomal RNA  [Source:RFAM;Acc:RF00004] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"164",21714,17371374,-0.594075459336776,7.50191076159777,-3.58178955320644,0.0121159041497926,0.994865964162296,0.610777227150163,17371374,"chr2","+",68861441,69114282,20,"ENSMUST00000028426 // Lass6 // LAG1 homolog, ceramide synthase 6 [Source:MGI Symbol;Acc:MGI:2442564] // --- // --- /// NM_172856.3 // Lass6 // Mus musculus LAG1 homolog, ceramide synthase 6 (Lass6), mRNA. // --- // --- /// ENSMUST00000155748 // Lass6 // LAG1 homolog, ceramide synthase 6 [Source:MGI Symbol;Acc:MGI:2442564] // --- // ---","ENSMUST00000028426 // ensGene // LAG1 homolog, ceramide synthase 6 [Source:MGI Symbol;Acc:MGI:2442564] // chr2 // --- // --- // --- // --- // --- /// NM_172856.3 // blat // Mus musculus LAG1 homolog, ceramide synthase 6 (Lass6), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000155748 // ensGene // LAG1 homolog, ceramide synthase 6 [Source:MGI Symbol;Acc:MGI:2442564] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"165",16931,17324794,-1.44917562473518,7.33318448838835,-3.58023192973472,0.0121382507979836,0.994865964162296,0.610622161044447,17324794,"chr16","+",32419702,32429099,25,"NM_025329.3 // Tctex1d2 // Mus musculus Tctex1 domain containing 2 (Tctex1d2), mRNA. // --- // --- /// ENSMUST00000014220 // Tctex1d2 // Tctex1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1913311] // --- // --- /// ENSMUST00000080316 // Tctex1d2 // Tctex1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1913311] // --- // ---","NM_025329.3 // blat // Mus musculus Tctex1 domain containing 2 (Tctex1d2), mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000014220 // ensGene // Tctex1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1913311] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000080316 // ensGene // Tctex1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1913311] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"166",18345,17338540,-1.03529999478676,9.91564479562872,-3.57651022732303,0.0121918302861896,0.994865964162296,0.610251205534578,17338540,"chr17","+",52149290,52163048,24,"XR_107076.1 // Gm19585 // PREDICTED: Mus musculus predicted gene, 19585 (Gm19585), miscRNA. // --- // --- /// XR_105851.1 // Gm19585 // PREDICTED: Mus musculus predicted gene, 19585 (Gm19585), miscRNA. // --- // ---","XR_107076.1 // blat // PREDICTED: Mus musculus predicted gene, 19585 (Gm19585), miscRNA. // chr17 // --- // --- // --- // --- // --- /// XR_105851.1 // blat // PREDICTED: Mus musculus predicted gene, 19585 (Gm19585), miscRNA. // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"167",40156,17548315,-0.6196670321697,6.78778961635185,-3.57025306529622,0.0122825045604357,0.994865964162296,0.609626102903153,17548315,"chr4","+",136880127,136880714,23,"XR_140674.1 // LOC100862132 // PREDICTED: Mus musculus uncharacterized LOC100862132 (LOC100862132), miscRNA. // --- // ---","XR_140674.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862132 (LOC100862132), miscRNA. // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"168",17019,17325861,-0.612625554059784,6.15157776523182,-3.55898989574529,0.0124476154878024,0.994865964162296,0.608496361233821,17325861,"chr16","+",44765736,44794978,20,"NM_021325.3 // Cd200r1 // Mus musculus CD200 receptor 1 (Cd200r1), mRNA. // --- // --- /// ENSMUST00000057488 // Cd200r1 // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // --- // --- /// ENSMUST00000125713 // Cd200r1 // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // --- // --- /// ENSMUST00000134625 // Cd200r1 // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // --- // --- /// ENSMUST00000171082 // Cd200r1 // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // --- // ---","NM_021325.3 // blat // Mus musculus CD200 receptor 1 (Cd200r1), mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000057488 // ensGene // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000125713 // ensGene // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000134625 // ensGene // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000171082 // ensGene // CD200 receptor 1 [Source:MGI Symbol;Acc:MGI:1889024] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"169",8245,17240606,-2.38231142805139,7.35451442581123,-3.55518992194258,0.0125038754132921,0.994865964162296,0.608113890642954,17240606,"chr10","-",43583783,43584264,19,"XR_141529.1 // LOC100862325 // PREDICTED: Mus musculus uncharacterized LOC100862325 (LOC100862325), miscRNA. // --- // --- /// XR_140981.1 // LOC100862325 // PREDICTED: Mus musculus uncharacterized LOC100862325 (LOC100862325), miscRNA. // --- // ---","XR_141529.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862325 (LOC100862325), miscRNA. // chr10 // --- // --- // --- // --- // --- /// XR_140981.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862325 (LOC100862325), miscRNA. // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"170",31580,17470740,-0.486723438859888,3.3549819837094,-3.55510603684592,0.0125051205411946,0.994865964162296,0.608105440019843,17470740,"chr6","-",124530344,124636980,8,"NM_144938.2 // C1s // Mus musculus complement component 1, s subcomponent (C1s), transcript variant 1, mRNA. // --- // --- /// NM_001097617.1 // C1s // Mus musculus complement component 1, s subcomponent (C1s), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000077416 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000100963 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000160505 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000162443 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000168228 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000163178 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000159463 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // --- /// ENSMUST00000162844 // C1s // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // --- // ---","NM_144938.2 // blat // Mus musculus complement component 1, s subcomponent (C1s), transcript variant 1, mRNA. // chr6 // --- // --- // --- // --- // --- /// NM_001097617.1 // blat // Mus musculus complement component 1, s subcomponent (C1s), transcript variant 2, mRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000077416 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000100963 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000160505 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000162443 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000168228 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000163178 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000159463 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000162844 // ensGene // complement component 1, s subcomponent [Source:MGI Symbol;Acc:MGI:1355312] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"171",6910,17228057,-0.562508615415131,7.64804138162291,-3.5538362708607,0.0125239848199115,0.994865964162296,0.607977483525879,17228057,"chr1","-",151884524,152090320,27,"NM_197990.3 // 1700025G04Rik // Mus musculus RIKEN cDNA 1700025G04 gene (1700025G04Rik), mRNA. // --- // --- /// ENSMUST00000044581 // 1700025G04Rik // RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649] // --- // --- /// ENSMUST00000121533 // 1700025G04Rik // RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649] // --- // ---","NM_197990.3 // blat // Mus musculus RIKEN cDNA 1700025G04 gene (1700025G04Rik), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000044581 // ensGene // RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000121533 // ensGene // RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"172",29946,17456082,-0.505633194089372,3.54615394992373,-3.55081886382761,0.0125689397665972,0.994865964162296,0.607673115376322,17456082,"chr6","+",14113316,14113431,13,"ENSMUST00000158350 // SNORA17 // Small nucleolar RNA SNORA17  [Source:RFAM;Acc:RF00560] // --- // ---","ENSMUST00000158350 // ensGene // Small nucleolar RNA SNORA17  [Source:RFAM;Acc:RF00560] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"173",21060,17365190,0.536139720465115,5.31545314628615,3.55063071043881,0.0125717489028708,0.994865964162296,0.607654122256828,17365190,"chr19","-",45154057,45159304,21,"ENSMUST00000173437 // Gm20424 // predicted gene 20424 [Source:MGI Symbol;Acc:MGI:5141889] // --- // ---","ENSMUST00000173437 // ensGene // predicted gene 20424 [Source:MGI Symbol;Acc:MGI:5141889] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"174",15460,17309338,-0.826914596442891,4.35861121163249,-3.55034193179029,0.0125760617330971,0.994865964162296,0.607624968347858,17309338,"chr14","-",105276879,105276986,8,"ENSMUST00000082781 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000082781 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"175",29397,17449710,-0.683708294704995,6.4003735153684,-3.54893131523057,0.0125971525204271,0.994865964162296,0.607482502818394,17449710,"chr5","-",92321331,92328079,21,"NM_008599.4 // Cxcl9 // Mus musculus chemokine (C-X-C motif) ligand 9 (Cxcl9), mRNA. // --- // --- /// ENSMUST00000031365 // Cxcl9 // chemokine (C-X-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:1352449] // --- // --- /// ENSMUST00000113093 // Cxcl9 // chemokine (C-X-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:1352449] // --- // ---","NM_008599.4 // blat // Mus musculus chemokine (C-X-C motif) ligand 9 (Cxcl9), mRNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000031365 // ensGene // chemokine (C-X-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:1352449] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000113093 // ensGene // chemokine (C-X-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:1352449] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"176",40572,17549200,0.621027956939402,8.89884535652466,3.5483685568406,0.0126055775354875,0.994865964162296,0.607425641209217,17549200,"gi262206147","+",1,79,5,"NR_029594.1 // Mir207 // Mus musculus microRNA 207 (Mir207), microRNA. // --- // ---","NR_029594.1 // other // Mus musculus microRNA 207 (Mir207), microRNA. // gi262206147 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"177",37979,17533357,-0.617340510228035,5.51463414362412,-3.54776224346419,0.0126146616076334,0.994865964162296,0.607364362354515,17533357,"chrX","+",13042015,13045297,21,"NR_038158.1 // 5730405O15Rik // Mus musculus RIKEN cDNA 5730405O15 gene (5730405O15Rik), non-coding RNA. // --- // --- /// ENSMUST00000127521 // 5730405O15Rik // RIKEN cDNA 5730405O15 gene [Source:MGI Symbol;Acc:MGI:1917739] // --- // --- /// ENSMUST00000130099 // 5730405O15Rik // RIKEN cDNA 5730405O15 gene [Source:MGI Symbol;Acc:MGI:1917739] // --- // ---","NR_038158.1 // blat // Mus musculus RIKEN cDNA 5730405O15 gene (5730405O15Rik), non-coding RNA. // chrX // --- // --- // --- // --- // --- /// ENSMUST00000127521 // ensGene // RIKEN cDNA 5730405O15 gene [Source:MGI Symbol;Acc:MGI:1917739] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000130099 // ensGene // RIKEN cDNA 5730405O15 gene [Source:MGI Symbol;Acc:MGI:1917739] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"178",14336,17299816,-0.766524440342239,3.74799453732373,-3.54721829942949,0.0126228174155674,0.994865964162296,0.607309372552449,17299816,"chr14","+",52821860,52822357,10,"ENSMUST00000103584 // Trav6d-6 // T cell receptor alpha variable 6D-6 [Source:MGI Symbol;Acc:MGI:2686066] // --- // ---","ENSMUST00000103584 // ensGene // T cell receptor alpha variable 6D-6 [Source:MGI Symbol;Acc:MGI:2686066] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"179",40849,17549772,-1.28715371169801,9.23362752158439,-3.54260218275912,0.0126922667298128,0.994865964162296,0.606842156042587,17549772,"gi377835952","+",1,426,28,"XR_141151.1 // LOC100862286 // PREDICTED: Mus musculus uncharacterized LOC100862286 (LOC100862286), miscRNA. // --- // ---","XR_141151.1 // other // PREDICTED: Mus musculus uncharacterized LOC100862286 (LOC100862286), miscRNA. // gi377835952 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
